x,y,label
577242,574073,1
604090,574392,1
607911,576556,1
600665,638890,1
600117,539079,1
631182,565466,1
695646,652231,1
619445,567491,1
613191,571942,1
567428,580005,1
590583,623314,1
606289,670243,1
585175,574133,1
634967,579020,1
614615,574437,1
593061,579188,1
606933,576409,1
606587,573873,1
594084,629464,1
683697,581516,1
601530,577183,1
603055,589818,1
616561,619007,1
607463,477085,1
611581,572630,1
579712,568354,1
602887,595245,1
600039,557139,1
605913,579526,1
579773,568698,1
606324,544357,1
605958,573728,1
606144,575076,1
667472,570571,1
580048,565009,1
597802,576113,1
610263,574422,1
603855,575180,1
624369,532153,1
599870,591110,1
577167,617095,1
658403,611332,1
563460,480559,1
610980,522819,1
569422,567790,1
627727,578737,1
592804,584539,1
540783,626497,1
591823,639096,1
637323,549567,1
638078,629421,1
611315,560757,1
647103,573853,1
522993,595581,1
601187,531825,1
533799,564377,1
649034,528813,1
620975,564344,1
622407,583192,1
597026,642918,1
551291,576721,1
608768,610525,1
697959,614701,1
658281,582264,1
546632,599204,1
672565,564468,1
636500,587401,1
696144,548705,1
533551,582247,1
526802,551524,1
553038,606418,1
696601,603624,1
588964,597435,1
716139,621721,1
608529,586311,1
557378,567033,1
589994,610890,1
589344,563119,1
624415,515911,1
565483,551512,1
584895,574666,1
582777,542670,1
639394,576728,1
608298,573748,1
663578,586265,1
628080,562986,1
597421,554767,1
595193,576508,1
658103,572250,1
659529,498474,1
606415,581386,1
641976,577433,1
587466,564953,1
589180,595099,1
601885,573083,1
580561,528916,1
621726,578003,1
558817,576255,1
620213,574468,1
594010,570095,1
541976,512639,1
593840,578685,1
602667,575857,1
631446,561156,1
596481,567449,1
611318,581584,1
568546,564911,1
593865,572987,1
597017,575588,1
578804,573582,1
673750,594081,1
592714,553958,1
594029,586701,1
668502,563937,1
629533,537542,1
801539,318482,1
801667,318542,1
814045,332998,1
800479,321640,1
757470,224976,1
844536,424646,1
797105,316002,1
779956,271501,1
797205,313318,1
801323,316240,1
783666,262902,1
806131,312752,1
830658,368694,1
802482,335269,1
801910,325434,1
808062,337340,1
789833,304422,1
803603,327255,1
800865,312968,1
802237,318526,1
803959,315173,1
800123,312312,1
780927,285057,1
797242,324588,1
801551,320544,1
809182,319115,1
801931,317202,1
870801,476330,1
820327,352701,1
801093,317509,1
798523,324500,1
805237,318655,1
803375,311620,1
801441,323812,1
797313,317527,1
788220,301915,1
790395,300024,1
817135,349925,1
797787,301470,1
804630,332333,1
808710,330379,1
802111,320817,1
796375,309563,1
819768,346596,1
814605,354382,1
800565,319364,1
802089,313456,1
814401,341234,1
796609,319691,1
776131,248465,1
803464,329093,1
802646,317894,1
809550,327365,1
795322,311178,1
830450,393096,1
778414,260729,1
800041,318331,1
802814,320130,1
802738,312234,1
823913,369439,1
803386,318982,1
812869,346251,1
798904,324420,1
800447,331643,1
807446,342555,1
804251,329956,1
797594,302109,1
803448,314797,1
765502,240340,1
795527,315510,1
794640,313497,1
808717,335740,1
790932,305223,1
816852,352965,1
826228,376658,1
795299,312036,1
808686,332209,1
809594,344872,1
799275,324108,1
878184,487392,1
798472,322218,1
824822,367091,1
746769,205186,1
756701,207223,1
795489,287279,1
800483,320713,1
783491,288029,1
797162,306135,1
800272,316170,1
806827,324616,1
802853,314938,1
800804,316615,1
813173,354777,1
801588,319814,1
797400,315778,1
823840,368410,1
811391,343836,1
801055,321833,1
804038,306622,1
803780,334441,1
834173,386159,1
802784,313853,1
807293,347456,1
817119,336333,1
786635,269352,1
824624,381716,1
797415,319840,1
800772,325023,1
806626,318966,1
800845,311838,1
769386,259892,1
797272,324228,1
807409,325526,1
795836,291870,1
798321,319665,1
805372,313397,1
790738,308028,1
800667,315995,1
795205,316433,1
809054,345541,1
808452,320117,1
779897,279572,1
782642,275308,1
797569,321799,1
801751,318110,1
787644,297715,1
807401,314610,1
800677,310656,1
800394,301473,1
795571,310093,1
814158,335578,1
811913,325091,1
806982,316680,1
775604,274485,1
800133,327081,1
806511,313841,1
803796,314893,1
802012,318315,1
826789,377676,1
814108,344096,1
804354,309671,1
807017,330432,1
803774,334756,1
817410,346944,1
841928,398948,1
816145,349032,1
818622,370753,1
786245,292352,1
784164,285702,1
805390,319676,1
790774,303642,1
803277,319525,1
833182,379714,1
773023,251826,1
801609,320399,1
778965,282290,1
814317,333112,1
805080,323708,1
801080,318049,1
799724,318884,1
798059,316113,1
806176,320301,1
769876,257669,1
825716,373098,1
791983,298565,1
801386,313545,1
804871,317801,1
810903,332925,1
838276,395673,1
810543,341180,1
777978,252419,1
820258,351165,1
801997,319385,1
779437,281959,1
810253,323873,1
794826,309589,1
814280,344223,1
832651,373469,1
794142,306704,1
802041,319504,1
804190,320706,1
798983,325682,1
840462,402858,1
799912,323363,1
804119,328544,1
804358,320802,1
803057,331037,1
803031,325811,1
784151,283760,1
800444,311497,1
802004,317772,1
803470,319069,1
811277,335577,1
803332,315488,1
800037,317963,1
813436,360446,1
800694,316789,1
838129,404012,1
764997,249477,1
800316,311699,1
806848,320541,1
805462,317833,1
798308,312788,1
802655,316263,1
801456,320080,1
801309,318213,1
840886,397888,1
829529,375007,1
830805,370801,1
804979,334141,1
804013,316083,1
808489,317021,1
770113,241615,1
804332,319006,1
833661,389733,1
797834,297329,1
794956,309980,1
801232,307078,1
809552,342258,1
794615,305632,1
809259,345634,1
811502,355939,1
801301,316893,1
803370,318247,1
804702,315881,1
797009,293194,1
813791,334609,1
812965,330224,1
826048,374236,1
800959,322309,1
803405,317316,1
802254,320673,1
783116,265635,1
798633,317300,1
801482,327644,1
798612,326404,1
799001,302014,1
802537,312497,1
799794,315080,1
793892,313943,1
804691,332987,1
793855,298525,1
796952,318633,1
800655,320227,1
801780,318992,1
805977,320805,1
796916,323332,1
820904,351763,1
808405,318841,1
765283,249459,1
824212,363776,1
798981,311092,1
797178,310439,1
800582,316980,1
803839,310353,1
796283,315582,1
801145,317601,1
801662,318423,1
801782,318281,1
803377,319212,1
803932,318781,1
806192,337849,1
789583,287700,1
801586,318947,1
804251,331304,1
799667,316830,1
759789,229116,1
799021,326404,1
793684,312065,1
806320,315242,1
786234,267976,1
821151,366545,1
801903,312794,1
782506,279930,1
803627,319323,1
794991,291216,1
794667,315069,1
799291,317500,1
798243,324160,1
804408,337683,1
818119,348676,1
810502,336169,1
793560,285392,1
801326,315779,1
808644,326320,1
813645,328765,1
800966,317165,1
797111,302781,1
802431,322048,1
811061,333595,1
786719,283364,1
773955,239849,1
803701,321815,1
783110,289805,1
800235,316652,1
807421,317527,1
797947,319734,1
805035,317469,1
801166,322298,1
846693,429031,1
801493,322249,1
806087,326636,1
810657,329468,1
801313,300606,1
800390,309948,1
801634,318965,1
799197,314215,1
795254,296488,1
807696,320548,1
800461,326821,1
801174,320442,1
809781,326904,1
826585,366934,1
804429,312164,1
788005,292268,1
801183,316191,1
378274,816341,1
406233,813072,1
401478,785370,1
448651,847994,1
434440,822866,1
369199,734895,1
413241,771595,1
369418,733394,1
378563,789670,1
424190,780052,1
415993,776671,1
421352,799127,1
432656,783776,1
383032,788008,1
414377,771258,1
425260,773661,1
469139,810971,1
442979,803024,1
347079,803582,1
412797,803180,1
352874,807952,1
442286,755194,1
416433,786159,1
419700,793447,1
422961,821595,1
400008,789447,1
429586,775621,1
457561,788245,1
415417,785827,1
389552,750700,1
415598,786499,1
443447,783977,1
404792,749210,1
389392,730768,1
473485,847098,1
491614,778997,1
437483,785130,1
452570,848127,1
417197,778243,1
405986,787439,1
437568,794323,1
420319,794333,1
418963,746595,1
469422,822619,1
397688,762902,1
418149,790096,1
407289,798870,1
360319,778673,1
473799,795167,1
445199,763833,1
446537,828924,1
410019,732704,1
396540,815936,1
407694,718592,1
417091,792545,1
442260,754050,1
411526,784658,1
407814,765816,1
394022,803914,1
481133,781413,1
396118,794614,1
458538,786673,1
419721,789724,1
424476,781552,1
377720,727349,1
448336,789445,1
412227,787450,1
408745,824896,1
417016,774869,1
395274,786698,1
412541,806622,1
412109,735920,1
407023,787385,1
376660,815936,1
396548,784388,1
508535,830710,1
414014,816460,1
440782,782395,1
436951,814456,1
393758,750953,1
418410,795929,1
425991,787029,1
414562,787355,1
408712,803987,1
377858,811790,1
417169,792321,1
460371,780609,1
388873,746909,1
395641,808571,1
386436,791388,1
440667,768761,1
438437,730300,1
370839,727884,1
422917,781112,1
391555,789079,1
402666,814060,1
474368,812039,1
406176,760860,1
463768,793154,1
446307,796523,1
402309,786873,1
413946,786971,1
425053,790566,1
416926,785113,1
424023,737453,1
417447,782955,1
415672,787824,1
416019,787562,1
417515,787648,1
459230,803720,1
447833,819282,1
418199,851439,1
417393,771537,1
441415,780207,1
399634,751940,1
373360,784232,1
419227,779215,1
434717,808225,1
397669,792218,1
412028,773494,1
407504,803363,1
365147,790525,1
459328,805961,1
429472,860855,1
480128,785580,1
344915,702496,1
410969,770451,1
407460,791404,1
420476,750495,1
397747,792207,1
408428,771823,1
397806,749559,1
426040,825049,1
407565,766203,1
414317,828815,1
410610,765111,1
412388,784064,1
406337,750353,1
422419,754048,1
416039,730594,1
414512,793966,1
398478,822297,1
424375,721868,1
403890,792420,1
400902,772920,1
402367,782997,1
472917,830363,1
418621,840463,1
329002,727685,1
418618,811618,1
425356,745471,1
470922,770669,1
400598,790903,1
412851,774986,1
492415,829655,1
400079,749617,1
417673,785965,1
424720,768456,1
386415,801444,1
426689,788562,1
430747,776261,1
405714,781619,1
429220,787348,1
427850,762201,1
434080,785264,1
473514,788780,1
412386,777312,1
430686,844506,1
409142,811927,1
422198,724557,1
392185,713763,1
412677,786951,1
399149,784376,1
382693,749680,1
527515,831478,1
448519,805219,1
430779,770145,1
413556,758080,1
392140,769924,1
416855,794023,1
389713,772742,1
398498,776720,1
473727,807244,1
389410,788256,1
377230,790154,1
415564,784464,1
456799,844976,1
444336,820061,1
404359,783919,1
453154,776082,1
425019,759577,1
415895,775793,1
420083,787815,1
506612,858859,1
436648,859634,1
403522,785432,1
401407,759648,1
403852,792473,1
367398,701756,1
412453,784453,1
382124,786262,1
416884,786845,1
448865,836781,1
383821,808301,1
414249,796590,1
457338,789952,1
396276,785999,1
390282,789593,1
409417,758123,1
397561,815245,1
397137,742547,1
402891,801910,1
385257,791581,1
409628,833942,1
369249,797068,1
460942,779073,1
423146,737571,1
420509,788730,1
422736,790806,1
401492,790336,1
394018,799506,1
385140,796221,1
430243,781020,1
416775,806826,1
425796,795608,1
411488,837715,1
433989,765343,1
415806,783594,1
417023,771194,1
415270,775605,1
391163,811977,1
405350,762342,1
414860,773921,1
371779,814715,1
415631,805010,1
387951,813315,1
472691,802678,1
471930,844046,1
432892,815223,1
366654,802105,1
411721,717873,1
426115,814461,1
375997,806621,1
385561,718324,1
375573,809249,1
437958,784801,1
363857,784086,1
430138,818594,1
435085,791564,1
414036,742189,1
425611,793420,1
439793,740773,1
467107,817914,1
387631,749416,1
430001,765803,1
384225,784381,1
417146,822655,1
427371,819417,1
399587,792459,1
474648,778810,1
345692,788190,1
409515,756149,1
469782,780552,1
468229,827985,1
414951,852935,1
409701,750741,1
442826,795974,1
459556,818479,1
423311,813081,1
476144,772131,1
391976,789416,1
448649,813885,1
496658,816784,1
410336,767856,1
430167,811490,1
357467,797530,1
404220,785798,1
446368,763341,1
439514,758221,1
424145,743433,1
470062,771204,1
421187,779726,1
396617,801039,1
394708,739061,1
394912,755947,1
425950,788228,1
408283,806161,1
419520,778231,1
441950,785934,1
409814,836083,1
395817,788858,1
422776,808328,1
363959,810632,1
422943,804253,1
407626,771304,1
347933,797148,1
457554,795861,1
394274,837428,1
445674,768552,1
416359,786189,1
419485,804779,1
376176,795539,1
349378,805118,1
456566,743012,1
484407,809641,1
403329,717870,1
392795,817694,1
372621,772258,1
461751,817277,1
489182,773934,1
427388,815258,1
418155,819422,1
437035,755506,1
416444,783624,1
777811,751059,1
823974,725025,1
749723,781756,1
875160,698897,1
828194,742074,1
800913,749332,1
831165,783383,1
793019,764859,1
810467,706465,1
803540,754792,1
844662,654835,1
803962,731228,1
823065,733789,1
822156,732296,1
811389,723618,1
779936,774397,1
854769,713941,1
803457,735855,1
790712,745884,1
815652,733433,1
841289,701474,1
832054,751330,1
786032,701427,1
824835,704997,1
832886,781206,1
818063,797960,1
857620,709386,1
828589,652430,1
836727,737798,1
776000,780347,1
824098,714042,1
830583,710990,1
862189,735684,1
815131,704478,1
828478,655405,1
784838,771499,1
880362,706363,1
767482,727417,1
825070,734215,1
813781,738344,1
840863,737972,1
840943,739611,1
828276,762021,1
822883,728314,1
854886,769396,1
829623,732301,1
835428,731189,1
818338,800932,1
823417,701523,1
812152,689907,1
829969,699565,1
861563,661642,1
816955,747629,1
774526,757135,1
803577,712231,1
798056,714380,1
881789,727577,1
858867,700187,1
834996,728517,1
839121,736259,1
841045,738224,1
840100,728839,1
874544,686096,1
862334,747768,1
820253,714625,1
817862,732248,1
844729,682981,1
846484,719360,1
793669,724513,1
821906,732848,1
826465,646980,1
820350,748217,1
814540,707227,1
838223,766380,1
869471,745767,1
816054,733183,1
801177,737548,1
848783,748980,1
814105,723255,1
838036,749612,1
840270,725456,1
789601,714058,1
827169,708345,1
789448,738035,1
835030,668528,1
848151,741869,1
816091,747764,1
801511,761094,1
822670,689090,1
873672,734440,1
808153,737136,1
755829,751858,1
814697,729209,1
832758,707452,1
848264,762550,1
799903,784535,1
802674,727804,1
828147,808738,1
820707,705318,1
824594,741664,1
804474,747122,1
823108,733302,1
839514,728923,1
827711,732798,1
851644,721350,1
816390,711340,1
798007,723995,1
790612,738038,1
821909,728448,1
865754,723314,1
735295,814058,1
877711,703850,1
792990,685472,1
809917,762429,1
789388,712210,1
879221,655497,1
876935,684572,1
819439,735945,1
807929,730950,1
850451,764015,1
811748,766105,1
824765,761114,1
848586,789052,1
812231,739235,1
873532,712802,1
842590,716861,1
832798,734777,1
817640,730018,1
824322,744720,1
777697,798253,1
868493,677155,1
805658,698630,1
840349,790707,1
796953,726378,1
832589,782799,1
817441,709397,1
856029,730586,1
805089,762512,1
854628,773470,1
846090,651306,1
796943,674692,1
827192,785316,1
818209,719382,1
795200,786424,1
817777,724927,1
846512,683647,1
825080,746712,1
824674,806300,1
822616,735941,1
805391,732659,1
823250,732088,1
850376,739749,1
821337,733356,1
796786,724615,1
862425,741010,1
825690,703854,1
800872,672603,1
825395,715780,1
843911,730036,1
820238,732928,1
848570,703697,1
825515,738284,1
820367,732364,1
822025,749214,1
837718,761480,1
871723,685520,1
850904,720163,1
816775,739989,1
822103,732911,1
815455,755486,1
835648,756631,1
868626,737331,1
825997,730652,1
817252,730254,1
877906,722361,1
808440,729985,1
791470,751113,1
841654,764836,1
825429,732758,1
751215,828365,1
804706,788001,1
820194,734233,1
869991,705259,1
809779,663654,1
822078,711840,1
866139,717138,1
829379,718721,1
837582,763266,1
783999,732487,1
800231,732106,1
862569,719773,1
838764,652792,1
849343,713993,1
828297,715480,1
821259,750089,1
874643,729921,1
819058,729125,1
817018,729596,1
797804,715342,1
838515,768484,1
829398,724900,1
754841,796342,1
878690,739021,1
821908,732077,1
786495,759000,1
823987,687499,1
787988,741203,1
839339,726322,1
822425,727248,1
854412,725575,1
788351,737539,1
838587,700545,1
840425,762290,1
817395,734126,1
807913,737341,1
872285,750708,1
788166,702817,1
836225,709204,1
822293,786837,1
888892,702505,1
822623,745025,1
795124,696429,1
832238,725434,1
815593,689874,1
843572,784897,1
833716,758772,1
822474,780882,1
801102,759330,1
841752,731595,1
808779,732990,1
822533,758955,1
817807,715863,1
837977,728814,1
801204,755177,1
819628,810748,1
814732,734183,1
832086,716249,1
876503,659112,1
823856,749355,1
819737,737829,1
818756,743887,1
811971,664520,1
801526,705057,1
827031,734324,1
843891,721571,1
810460,735109,1
782368,759352,1
801172,715857,1
866928,716961,1
829673,730398,1
850888,736810,1
786935,732999,1
769656,721159,1
804925,735492,1
870054,738900,1
818932,728481,1
853692,746285,1
807072,687932,1
750459,800215,1
823959,737866,1
835804,710711,1
790206,747165,1
813092,739043,1
801810,728106,1
825404,733788,1
820947,730529,1
827081,694553,1
822664,720677,1
768565,762193,1
823113,733720,1
821079,800206,1
828531,731300,1
820757,738235,1
781260,737962,1
819438,662327,1
833504,744564,1
789552,731946,1
822843,763117,1
775555,719683,1
865084,713697,1
820455,729132,1
849547,738979,1
762269,792243,1
821464,700760,1
824013,753991,1
803369,698753,1
823589,728083,1
796353,710294,1
820083,728310,1
829133,735488,1
823455,747394,1
818542,740451,1
809623,734937,1
841762,777572,1
802184,751958,1
803874,675499,1
830065,739162,1
824140,729074,1
852730,769968,1
866760,753547,1
811031,703822,1
825414,734466,1
816615,770855,1
786227,765634,1
817269,733788,1
809453,736879,1
757421,774445,1
818251,731938,1
788020,765562,1
823618,734216,1
812295,728049,1
837545,696979,1
797918,694723,1
822224,742716,1
821895,732158,1
797233,713358,1
800258,733812,1
813319,737376,1
860951,162251,1
860387,157731,1
857363,154639,1
863391,126214,1
839094,159543,1
849248,164090,1
875990,133950,1
905936,150106,1
895835,123485,1
818079,108536,1
898976,198452,1
869087,153957,1
849653,143827,1
834293,161575,1
844234,153197,1
835128,212354,1
828179,155649,1
875410,128878,1
850965,156224,1
800816,176612,1
832621,150748,1
876863,176593,1
826192,172906,1
862679,188399,1
839974,154358,1
854338,135067,1
855233,141357,1
850538,160159,1
868442,160118,1
888714,205560,1
864185,161232,1
851280,156049,1
875825,204959,1
840375,155757,1
892340,149050,1
873527,126426,1
836433,200181,1
826499,142732,1
854922,159650,1
883537,210648,1
807420,168787,1
840299,118907,1
834602,213597,1
864053,139325,1
856454,117143,1
857972,160214,1
850046,108829,1
804936,148980,1
864374,150149,1
858587,150101,1
870247,121460,1
855656,162100,1
850176,127908,1
850057,157848,1
828005,145089,1
861994,160156,1
849537,157510,1
867125,168762,1
838142,156770,1
847644,164348,1
856349,158150,1
860606,152843,1
869288,168662,1
838328,185708,1
860986,140320,1
829229,143653,1
866051,172932,1
871556,194747,1
865489,161762,1
851840,110475,1
846256,154064,1
836081,178429,1
859707,202806,1
849938,156042,1
894124,202052,1
864325,170593,1
848108,161786,1
817619,181929,1
858058,196183,1
861242,161722,1
885793,172115,1
850577,157049,1
877125,161227,1
883864,111281,1
891699,170415,1
802394, 87835,1
862759,157988,1
824185,167369,1
813124,157130,1
840335,164912,1
858042,178196,1
846257,145306,1
858516,151301,1
851282,153750,1
905005,164126,1
857309,139276,1
845589,192916,1
895245,150977,1
863995,150435,1
862642,159379,1
861631,169376,1
858934,162874,1
912023,160368,1
842824,177832,1
824560,133679,1
842281,175525,1
860845,155375,1
841096,188742,1
821428,153468,1
840357,169437,1
827802,189078,1
844734,164570,1
847812,114745,1
887269,166179,1
830159,134329,1
850925,157811,1
847276,121785,1
870599,149782,1
780153,136449,1
814379,132655,1
834483,173379,1
852423,159874,1
854012,157449,1
883375,158482,1
850219,110573,1
836450,151205,1
881217,172320,1
813239,139752,1
871255,140340,1
789356,159383,1
873690,156226,1
858834,149259,1
778867,140736,1
872057,122354,1
882097,161493,1
787336,144875,1
849751,167033,1
843833,170416,1
850663,157840,1
812240,177846,1
838609,140215,1
850959,157920,1
859703,156782,1
854753,190254,1
895723,126593,1
857833,170565,1
850200,164752,1
845303,150476,1
877422,134877,1
850153,155701,1
819256,201704,1
871689,155981,1
818014,140185,1
815298,167390,1
864088,171351,1
902529,162041,1
908069,146564,1
799326,106384,1
854996, 81095,1
843813,182032,1
888504,147016,1
877964,242679,1
851866,156896,1
821361,175823,1
810775,160434,1
843150,156573,1
844088,150085,1
830620,117906,1
835790,127898,1
819541,117296,1
858703,157931,1
857846,153281,1
876408,183646,1
842576,153072,1
848974,199427,1
862925,243856,1
856561,128799,1
834171,189042,1
872516,217570,1
869167,105039,1
819670,183364,1
846575,159002,1
895127,152283,1
830445,186055,1
792179,148539,1
852410,187705,1
853554,158012,1
927170,250593,1
825605,167750,1
846731,162515,1
878170,123364,1
884966,133900,1
866987,154415,1
846284,113820,1
873474,159567,1
878258,158631,1
882306,173836,1
856924,169071,1
794260,129843,1
851568,114049,1
868736,179354,1
925732,210388,1
868375,161990,1
855593,161003,1
849599,157084,1
868317,177001,1
800304,163436,1
823740,169808,1
856202,158811,1
883929,121705,1
851010,157593,1
872506,157517,1
850533,160136,1
816393,185056,1
850911,157772,1
812942, 85345,1
835581,147664,1
913298,162009,1
858172,137586,1
872781,154295,1
871597,185239,1
923120,170161,1
837019,215527,1
835702,176502,1
837017,154170,1
859177,143273,1
866851,129505,1
855852,134834,1
924289,171369,1
860154,113364,1
836739,162321,1
850775,162968,1
884750,154317,1
849681,125345,1
854463,159977,1
883567,161769,1
848137, 87922,1
823676,152154,1
848135,130674,1
844400,150812,1
864494,136669,1
878157,210496,1
851088,157432,1
786528,104976,1
860106,157080,1
861412,205239,1
820675,168154,1
834036,144156,1
842907,133992,1
846720,162060,1
871544,144135,1
849003,115373,1
856753,145184,1
839757,190518,1
865113,161302,1
846936,161313,1
845802,172285,1
844357,163402,1
881106,105566,1
877835,151890,1
839445,149778,1
866560,165110,1
845798,213118,1
818668,120458,1
831446,182864,1
900955,185733,1
836647,167267,1
874672,104851,1
849126,121710,1
889142,154467,1
855993,225023,1
854095,158510,1
850787,125678,1
859298,139834,1
829216,121494,1
837676,148639,1
851919,127963,1
841353,125628,1
848563,117708,1
893106,176595,1
852503,146551,1
848290,143184,1
825541,151495,1
883231,232031,1
864667,143614,1
805089, 96540,1
854909,149938,1
847097,176660,1
910435,171155,1
878749,188759,1
871780,158486,1
841292,155620,1
846011,160034,1
855969,193497,1
860927,110775,1
808069,134402,1
848413,183717,1
791722,162000,1
852104,134678,1
806567,140259,1
847423,161535,1
867993,162841,1
828038,149181,1
849404,170474,1
841967,150890,1
850945,161669,1
888697,143969,1
813868,188928,1
864991,159874,1
881109,152198,1
811694,188374,1
900360,153622,1
885764,151791,1
814553,164190,1
895623,178393,1
829790,205695,1
865170,173755,1
850453,155432,1
864211,216526,1
848770,111076,1
791199,164843,1
834165,140684,1
843905,219401,1
857328,143692,1
838146,159541,1
340693,569371,1
315965,587160,1
405652,622938,1
359831,554975,1
349296,557688,1
289423,559134,1
408689,562521,1
321312,574721,1
286568,547471,1
370259,585265,1
339967,562602,1
410917,614521,1
283570,563726,1
347197,591316,1
342064,570045,1
317331,556086,1
335792,541310,1
330455,568758,1
366794,582584,1
378697,591764,1
339981,565418,1
338342,566864,1
338474,563350,1
432052,613723,1
340064,550509,1
334354,578047,1
296775,572432,1
353335,592567,1
334016,562797,1
328438,532686,1
365927,571713,1
343247,564376,1
325057,581121,1
330881,579058,1
378648,579579,1
339115,566863,1
333299,597586,1
367048,553451,1
345840,561591,1
366934,581294,1
358793,547046,1
393570,579641,1
304399,545221,1
353979,578923,1
337002,589527,1
327738,559624,1
334549,579199,1
297110,556485,1
327403,548875,1
413894,564459,1
326043,553772,1
337811,558454,1
333901,532836,1
340545,568654,1
358483,554925,1
318065,581616,1
367751,578289,1
331667,570387,1
321519,561045,1
299578,572052,1
339632,536577,1
339993,544064,1
268672,508874,1
332960,569308,1
345042,566973,1
352220,602793,1
333934,537464,1
312386,555195,1
334182,558498,1
335328,562880,1
303637,570253,1
353145,580916,1
325118,556212,1
294310,563522,1
371563,547746,1
373894,555347,1
407040,577739,1
337298,565486,1
357813,572855,1
304157,566007,1
335918,566525,1
330127,570072,1
339212,538693,1
357275,551101,1
334785,565575,1
326152,563230,1
345903,561314,1
238748,551038,1
331175,551842,1
352520,566829,1
341675,560197,1
354746,552404,1
412500,594675,1
277027,536847,1
322209,547247,1
375619,553791,1
288068,561932,1
344770,570309,1
284031,566654,1
324442,567881,1
356246,549756,1
404420,577532,1
336829,562228,1
293591,522132,1
342963,582232,1
338860,561151,1
324055,590810,1
328331,541094,1
357737,597104,1
392534,593343,1
298665,568245,1
343376,575709,1
338863,563107,1
361370,552483,1
338935,567577,1
350117,535859,1
371000,555062,1
368617,554066,1
331795,529654,1
344237,573700,1
280110,522025,1
328657,564864,1
452457,597461,1
333669,542228,1
320628,564596,1
316642,553340,1
340712,563178,1
349955,535578,1
261538,525920,1
411008,607342,1
317136,563479,1
297022,574097,1
319927,524637,1
359772,568428,1
344791,578536,1
324093,580491,1
373907,558472,1
321905,573147,1
341721,576427,1
386373,606623,1
338588,543875,1
341578,558672,1
371616,570648,1
331987,568997,1
341329,565571,1
334350,556417,1
330482,571217,1
338950,572545,1
289087,565427,1
343997,585193,1
225786,529417,1
365567,547606,1
320827,519618,1
286990,529505,1
321517,569562,1
388806,569524,1
411796,581307,1
331440,551885,1
325958,573367,1
348171,569251,1
344239,530765,1
419151,577335,1
321309,569996,1
386377,574187,1
342099,561508,1
366688,562413,1
321657,538660,1
403004,613466,1
363304,553764,1
384922,582877,1
304556,568584,1
336787,538925,1
327998,571265,1
303269,531608,1
